Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,147,7,59,365.038
2017,147,8,0,439.507
2017,147,8,1,373.57
2017,147,8,2,352.216
2017,147,8,3,283.885
2017,147,8,4,244.082
2017,147,8,5,225.644
2017,147,8,6,222.71
2017,147,8,7,218.61
2017,147,8,8,198.208
2017,147,8,9,178.451
2017,147,8,10,165.982
2017,147,8,11,165.761
2017,147,8,12,169.39
2017,147,8,13,188.535
2017,147,8,14,222.901
2017,147,8,15,257.426
2017,147,8,16,313.774
2017,147,8,17,323.462
2017,147,8,18,302.878
2017,147,8,19,300.517
2017,147,8,20,332.616
2017,147,8,21,378.295
2017,147,8,22,400.281
2017,147,8,23,465.654
2017,147,8,24,439.294
2017,147,8,25,492.436
2017,147,8,26,505.329
2017,147,8,27,483.874
2017,147,8,28,504.027
2017,147,8,29,526.914
2017,147,8,30,542.475
2017,147,8,31,539.982
2017,147,8,32,541.152
2017,147,8,33,518.717
2017,147,8,34,512.957
2017,147,8,35,496.925
2017,147,8,36,510.536
2017,147,8,37,524.458
2017,147,8,38,520.04
2017,147,8,39,519.194
2017,147,8,40,523.524
2017,147,8,41,524.335
2017,147,8,42,516.917
2017,147,8,43,493.918
2017,147,8,44,481.896
2017,147,8,45,483.578
2017,147,8,46,482.853
2017,147,8,47,485.713
2017,147,8,48,532.877
2017,147,8,49,547.922
2017,147,8,50,546.358
2017,147,8,51,559.636
2017,147,8,52,568.485
2017,147,8,53,588.303
2017,147,8,54,598.935
2017,147,8,55,610.363
2017,147,8,56,620.496
2017,147,8,57,624.502
2017,147,8,58,636.073
2017,147,8,59,641.212
2017,147,9,0,635.05
2017,147,9,1,618.816
2017,147,9,2,625.527
2017,147,9,3,645.804
2017,147,9,4,660.408
2017,147,9,5,661.55
2017,147,9,6,666.476
2017,147,9,7,672.7
2017,147,9,8,679.668
2017,147,9,9,675.85
2017,147,9,10,685.07
2017,147,9,11,692.28
2017,147,9,12,693.018
2017,147,9,13,708.064
2017,147,9,14,715.324
2017,147,9,15,711.824
2017,147,9,16,714.385
2017,147,9,17,720.244
2017,147,9,18,717.971
2017,147,9,19,670.632
2017,147,9,20,620.865
2017,147,9,21,532.96
2017,147,9,22,523.717
2017,147,9,23,545.641
2017,147,9,24,567.766
2017,147,9,25,634.897
2017,147,9,26,686.758
2017,147,9,27,706.003
2017,147,9,28,733.382
2017,147,9,29,743.598
2017,147,9,30,723.415
2017,147,9,31,757.989
2017,147,9,32,729.813
2017,147,9,33,710.463
2017,147,9,34,610.012
2017,147,9,35,692.459
2017,147,9,36,803.527
2017,147,9,37,796.948
2017,147,9,38,815.888
2017,147,9,39,808.805
2017,147,9,40,812.795
2017,147,9,41,816.779
2017,147,9,42,809.04
2017,147,9,43,809.798
2017,147,9,44,822.302
2017,147,9,45,822.584
2017,147,9,46,826.84
2017,147,9,47,824.204
